id,category,question,answer,business_type,monthly_income,monthly_expense,profit,profit_margin,date,network,location,risk_level
774,Profit Margin,How to compute margin?,Profit Margin=(Profit/Revenue)*100,Food Vendor,5000.0,10097.0,-500.0,-10.0,,MTN,Ho,High
775,Profit Margin,Monthly budget template,Track income and expenses. Separate business and personal money.,Pharmacy,11498.0,,300.0,2.6,2026-01-05,MTN,,High
776,Profit Margin,Margin example,Profit Margin=(Profit/Revenue)*100,Trader,,8180.0,-500.0,,2026-01-15,AirtelTigo,Cape Coast,High
777,Profit Margin,proffit margin,Profit Margin=(Profit/Revenue)*100,Bakery,5000.0,,,25.0,2026-01-15,Telecel,Bolgatanga,Medium
778,Budgeting,Budget tips,Track income and expenses. Separate business and personal money.,Trader,5000.0,18540.0,-13540.0,30.0,2026-01-05,,Wa,
779,Profit Margin,Scammer called me,Never share your PIN or OTP. Contact provider immediately.,Food Vendor,13119.0,2500.0,-500.0,-3.8,2026-01-05,,Wa,
780,Mobile Money Fraud,How to reduce expenses?,Track income and expenses. Separate business and personal money.,Bakery,,2000.0,,30.0,2026-01-05,MTN,Wa,High
781,Profit Margin,Monthly budget template,Track income and expenses. Separate business and personal money.,Bakery,14478.0,2500.0,-500.0,-3.5,2026-01-05,,Bolgatanga,
782,Profit Margin,Emergency fund,Save 10-30% of profits and keep emergency funds.,Farmer,,5672.0,-500.0,,2026-01-13,AirtelTigo,Kumasi,High
783,Budgeting,Daily savings,Save 10-30% of profits and keep emergency funds.,General,5000.0,,,25.0,2026-01-15,AirtelTigo,,Low
784,Savings,Someone asked for my PIN,Never share your PIN or OTP. Contact provider immediately.,Bakery,,2500.0,0.0,,2026-01-05,,Kumasi,Medium
785,Budgeting,save tips,Save 10-30% of profits and keep emergency funds.,Salon,,,-500.0,,2026-01-05,MTN,Takoradi,High
786,Profit Margin,save tips,Save 10-30% of profits and keep emergency funds.,Food Vendor,,2500.0,,,2026-01-05,,Accra,High
787,Profit Margin,Wrong transfer,Never share your PIN or OTP. Contact provider immediately.,Farmer,25518.0,2000.0,-500.0,25.0,2026-01-05,,Takoradi,Low
788,Mobile Money Fraud,Monthly budget template,Track income and expenses. Separate business and personal money.,Farmer,,2500.0,0.0,,2026-01-05,AirtelTigo,Kumasi,
789,Savings,Budget tips,Track income and expenses. Separate business and personal money.,Boutique,5000.0,2500.0,300.0,6.0,2026-01-05,AirtelTigo,Tamale,Low
790,Budgeting,How to reduce expenses?,Track income and expenses. Separate business and personal money.,Pharmacy,26738.0,2000.0,300.0,30.0,2026-01-05,,Sunyani,High
791,Savings,How to reduce expenses?,Track income and expenses. Separate business and personal money.,Boutique,,13728.0,300.0,,2026-01-15,Telecel,Kumasi,High
792,Profit Margin,Fake promotion SMS,Never share your PIN or OTP. Contact provider immediately.,Food Vendor,,,-500.0,30.0,2026-01-05,MTN,Bolgatanga,Low
793,Budgeting,How do I create a business budget?,Track income and expenses. Separate business and personal money.,Boutique,,,,,2026-01-05,AirtelTigo,Takoradi,Low
794,Mobile Money Fraud,proffit margin,Profit Margin=(Profit/Revenue)*100,General,20233.0,,0.0,0.0,,MTN,Tamale,High
795,Savings,Wrong transfer,Never share your PIN or OTP. Contact provider immediately.,Salon,12943.0,2000.0,0.0,0.0,2026-01-05,MTN,,High
796,Budgeting,How can I save money?,Save 10-30% of profits and keep emergency funds.,General,,,0.0,30.0,2026-01-05,MTN,Kumasi,Low
797,Mobile Money Fraud,Someone asked for my PIN,,Farmer,5000.0,2000.0,-500.0,25.0,,MTN,Takoradi,Low
798,Budgeting,Calculate profit margin,Profit Margin=(Profit/Revenue)*100,Trader,5000.0,,0.0,30.0,,,Sunyani,Low
799,Profit Margin,momo fraud help,Never share your PIN or OTP. Contact provider immediately.,Food Vendor,,,300.0,,,,Sunyani,Low
800,Savings,Scammer called me,Never share your PIN or OTP. Contact provider immediately.,Bakery,5000.0,,,,2026-01-05,MTN,Wa,Medium
801,Profit Margin,budjet help,Track income and expenses. Separate business and personal money.,Bakery,5000.0,3550.0,1450.0,25.0,2026-01-13,Telecel,Ho,High
802,Budgeting,Profit formula?,Profit Margin=(Profit/Revenue)*100,Food Vendor,,,,30.0,2026-01-05,MTN,Tamale,High
803,Budgeting,proffit margin,Profit Margin=(Profit/Revenue)*100,Restaurant,,2000.0,-500.0,25.0,2026-01-05,MTN,Wa,High
804,Mobile Money Fraud,Calculate profit margin,Profit Margin=(Profit/Revenue)*100,Boutique,5000.0,,-500.0,25.0,,MTN,Ho,Medium
805,Budgeting,How to reduce expenses?,Track income and expenses. Separate business and personal money.,Farmer,,20123.0,,30.0,,MTN,Wa,High
806,Mobile Money Fraud,save tips,Save 10-30% of profits and keep emergency funds.,Restaurant,,17700.0,,,2026-01-05,AirtelTigo,Bolgatanga,
807,Budgeting,How can I save money?,Save 10-30% of profits and keep emergency funds.,Food Vendor,,2500.0,,,2026-01-13,MTN,Cape Coast,Low
808,Budgeting,save tips,Save 10-30% of profits and keep emergency funds.,Trader,5000.0,,0.0,30.0,2026-01-05,,,Low
809,Mobile Money Fraud,How can I save money?,Save 10-30% of profits and keep emergency funds.,Boutique,5000.0,1825.0,3175.0,30.0,2026-01-13,,Accra,Low
810,Budgeting,Daily savings,Save 10-30% of profits and keep emergency funds.,Food Vendor,5000.0,2500.0,0.0,30.0,2026-01-05,,Wa,Low
811,Savings,Susu advice,Save 10-30% of profits and keep emergency funds.,Trader,5000.0,,300.0,30.0,2026-01-05,MTN,Bolgatanga,High
812,Budgeting,Susu advice,Save 10-30% of profits and keep emergency funds.,Bakery,5000.0,,,25.0,2026-01-05,MTN,Takoradi,
813,Savings,How do I create a business budget?,Track income and expenses. Separate business and personal money.,General,11790.0,,,,2026-01-13,Telecel,Wa,
814,Mobile Money Fraud,Profit formula?,Profit Margin=(Profit/Revenue)*100,Retail Shop,,,,30.0,2026-01-05,Telecel,Bolgatanga,High
815,Savings,Someone asked for my PIN,Never share your PIN or OTP. Contact provider immediately.,Salon,,853.0,300.0,25.0,,MTN,Accra,Low
816,Budgeting,Scammer called me,Never share your PIN or OTP. Contact provider immediately.,Pharmacy,,8615.0,,,2026-01-05,MTN,Ho,High
817,Savings,Scammer called me,Never share your PIN or OTP. Contact provider immediately.,Bakery,25450.0,2000.0,23450.0,25.0,2026-01-05,MTN,Wa,
818,Mobile Money Fraud,Margin example,Profit Margin=(Profit/Revenue)*100,Food Vendor,,2500.0,0.0,25.0,2026-01-05,Telecel,Sunyani,Medium
819,Mobile Money Fraud,momo fraud help,Never share your PIN or OTP. Contact provider immediately.,Trader,,15963.0,300.0,,2026-01-05,AirtelTigo,Bolgatanga,High
820,Mobile Money Fraud,How to reduce expenses?,Track income and expenses. Separate business and personal money.,Trader,9021.0,2500.0,6521.0,30.0,2026-01-13,,Ho,High
821,Budgeting,How to reduce expenses?,Track income and expenses. Separate business and personal money.,Retail Shop,5000.0,2500.0,-500.0,-10.0,2026-01-05,,Bolgatanga,Low
822,Savings,Scammer called me,Never share your PIN or OTP. Contact provider immediately.,Pharmacy,,2000.0,0.0,,2026-01-15,Telecel,Takoradi,Low
823,Profit Margin,Margin example,Profit Margin=(Profit/Revenue)*100,General,,670.0,300.0,30.0,2026-01-05,MTN,Takoradi,Low
824,Mobile Money Fraud,Profit formula?,Profit Margin=(Profit/Revenue)*100,Food Vendor,15810.0,,,,2026-01-05,Telecel,Sunyani,High
825,Mobile Money Fraud,Margin example,,Bakery,19508.0,,300.0,25.0,2026-01-05,,Tamale,Low
826,Savings,How can I save money?,Save 10-30% of profits and keep emergency funds.,Salon,9356.0,,300.0,3.2,2026-01-15,MTN,Tamale,Low
827,Mobile Money Fraud,save tips,Save 10-30% of profits and keep emergency funds.,Food Vendor,,,300.0,,2026-01-05,MTN,Bolgatanga,Low
828,Profit Margin,Daily savings,Save 10-30% of profits and keep emergency funds.,Food Vendor,,2000.0,-500.0,25.0,2026-01-05,MTN,Kumasi,High
829,Budgeting,Calculate profit margin,Profit Margin=(Profit/Revenue)*100,Pharmacy,20403.0,,300.0,30.0,2026-01-05,MTN,Ho,Medium
830,Savings,Profit formula?,Profit Margin=(Profit/Revenue)*100,Farmer,25036.0,,0.0,0.0,2026-01-05,Telecel,Sunyani,Low
831,Budgeting,proffit margin,,Farmer,12501.0,,-500.0,-4.0,2026-01-05,,Ho,Low
832,Savings,save tips,Save 10-30% of profits and keep emergency funds.,Food Vendor,5000.0,,300.0,6.0,2026-01-05,MTN,Takoradi,Medium
833,Mobile Money Fraud,Monthly budget template,,General,5000.0,,300.0,25.0,2026-01-05,,Cape Coast,Medium
834,Profit Margin,Budget tips,Track income and expenses. Separate business and personal money.,Retail Shop,,2000.0,0.0,30.0,2026-01-05,Telecel,Ho,High
835,Savings,budjet help,Track income and expenses. Separate business and personal money.,Boutique,5000.0,2000.0,300.0,30.0,2026-01-05,Telecel,,Low
836,Savings,Margin example,Profit Margin=(Profit/Revenue)*100,General,5000.0,,-500.0,25.0,2026-01-05,Telecel,Bolgatanga,High
837,Savings,Margin example,Profit Margin=(Profit/Revenue)*100,Bakery,27947.0,2500.0,25447.0,30.0,2026-01-15,MTN,Cape Coast,Low
838,Mobile Money Fraud,Profit formula?,Profit Margin=(Profit/Revenue)*100,Restaurant,,,-500.0,,2026-01-05,Telecel,Tamale,Medium
839,Budgeting,Fake promotion SMS,Never share your PIN or OTP. Contact provider immediately.,Trader,5599.0,,,30.0,2026-01-05,AirtelTigo,Tamale,
840,Mobile Money Fraud,How do I create a business budget?,,Pharmacy,5000.0,2500.0,2500.0,30.0,2026-01-05,MTN,Ho,Medium
841,Budgeting,Fake promotion SMS,Never share your PIN or OTP. Contact provider immediately.,Pharmacy,5000.0,2500.0,2500.0,50.0,2026-01-05,,,Low
842,Profit Margin,Monthly budget template,Track income and expenses. Separate business and personal money.,Pharmacy,,,0.0,,2026-01-05,,Bolgatanga,Low
843,Budgeting,Scammer called me,,Farmer,,2500.0,,,2026-01-13,Telecel,Bolgatanga,Low
844,Savings,Fake promotion SMS,Never share your PIN or OTP. Contact provider immediately.,Farmer,5000.0,,0.0,0.0,2026-01-05,AirtelTigo,Tamale,High
845,Budgeting,How can I save money?,Save 10-30% of profits and keep emergency funds.,Pharmacy,5000.0,22232.0,-17232.0,30.0,2026-01-13,MTN,Bolgatanga,Low
846,Savings,How to reduce expenses?,Track income and expenses. Separate business and personal money.,General,,,0.0,25.0,2026-01-15,Telecel,Accra,High
847,Budgeting,Susu advice,Save 10-30% of profits and keep emergency funds.,Boutique,5000.0,2500.0,2500.0,30.0,,AirtelTigo,Wa,High
848,Profit Margin,Monthly budget template,,Bakery,,2500.0,300.0,,2026-01-05,,Sunyani,High
849,Savings,save tips,Save 10-30% of profits and keep emergency funds.,General,5000.0,2500.0,2500.0,50.0,2026-01-05,AirtelTigo,Ho,High
850,Profit Margin,budjet help,Track income and expenses. Separate business and personal money.,Bakery,,2000.0,-500.0,30.0,2026-01-05,,Tamale,
851,Budgeting,Budget tips,Track income and expenses. Separate business and personal money.,Trader,5000.0,,0.0,30.0,2026-01-05,MTN,Accra,Low
852,Mobile Money Fraud,Fake promotion SMS,Never share your PIN or OTP. Contact provider immediately.,Trader,,,-500.0,25.0,2026-01-05,,Ho,High
853,Savings,Emergency fund,Save 10-30% of profits and keep emergency funds.,Food Vendor,2517.0,,-500.0,-19.9,2026-01-05,MTN,Takoradi,High
854,Mobile Money Fraud,How do I create a business budget?,Track income and expenses. Separate business and personal money.,General,,,300.0,30.0,2026-01-05,,Takoradi,Low
855,Budgeting,How to compute margin?,Profit Margin=(Profit/Revenue)*100,Restaurant,10184.0,2500.0,0.0,0.0,,Telecel,Takoradi,
856,Mobile Money Fraud,Margin example,,Bakery,5000.0,2000.0,3000.0,60.0,,Telecel,Wa,
857,Budgeting,Emergency fund,Save 10-30% of profits and keep emergency funds.,Boutique,5000.0,,300.0,6.0,2026-01-05,,Accra,Medium
858,Budgeting,momo fraud help,Never share your PIN or OTP. Contact provider immediately.,Restaurant,,2000.0,-500.0,30.0,2026-01-15,MTN,Wa,
859,Mobile Money Fraud,Wrong transfer,Never share your PIN or OTP. Contact provider immediately.,Retail Shop,,,300.0,,2026-01-05,,Accra,
860,Savings,Fake promotion SMS,Never share your PIN or OTP. Contact provider immediately.,Restaurant,,2000.0,,,,,Kumasi,High
861,Mobile Money Fraud,Monthly budget template,Track income and expenses. Separate business and personal money.,Trader,5000.0,,-500.0,30.0,,MTN,Cape Coast,
862,Budgeting,Daily savings,Save 10-30% of profits and keep emergency funds.,Food Vendor,7343.0,7706.0,-363.0,-4.9,2026-01-05,,,
863,Profit Margin,Susu advice,Save 10-30% of profits and keep emergency funds.,Food Vendor,6401.0,2000.0,4401.0,68.8,2026-01-05,,Accra,High
864,Profit Margin,Margin example,Profit Margin=(Profit/Revenue)*100,Bakery,,2500.0,,,2026-01-15,Telecel,Wa,
865,Budgeting,Susu advice,Save 10-30% of profits and keep emergency funds.,Retail Shop,15512.0,,-500.0,25.0,,MTN,Sunyani,Low
866,Budgeting,Budget tips,Track income and expenses. Separate business and personal money.,Restaurant,15051.0,2000.0,300.0,30.0,,MTN,Takoradi,Low
867,Budgeting,budjet help,,Food Vendor,,2500.0,300.0,,2026-01-15,,Tamale,Medium
868,Savings,How to compute margin?,Profit Margin=(Profit/Revenue)*100,Retail Shop,,,300.0,25.0,2026-01-05,Telecel,Cape Coast,Low
869,Mobile Money Fraud,Profit formula?,Profit Margin=(Profit/Revenue)*100,Retail Shop,,,-500.0,25.0,2026-01-05,,Cape Coast,Medium
870,Savings,How to compute margin?,Profit Margin=(Profit/Revenue)*100,Food Vendor,11597.0,2500.0,0.0,30.0,2026-01-05,MTN,Ho,
871,Mobile Money Fraud,proffit margin,,Retail Shop,,5478.0,300.0,,2026-01-13,Telecel,Accra,Low
872,Budgeting,save tips,Save 10-30% of profits and keep emergency funds.,Food Vendor,23086.0,,,30.0,,Telecel,Cape Coast,Low
873,Mobile Money Fraud,budjet help,Track income and expenses. Separate business and personal money.,Bakery,13129.0,24255.0,-11126.0,-84.7,2026-01-05,Telecel,Kumasi,Medium
874,Profit Margin,proffit margin,,Salon,,,,,2026-01-15,MTN,Tamale,High
875,Budgeting,How to reduce expenses?,Track income and expenses. Separate business and personal money.,Trader,4665.0,14699.0,-10034.0,-215.1,2026-01-05,,Ho,
876,Savings,save tips,Save 10-30% of profits and keep emergency funds.,Boutique,5000.0,2000.0,3000.0,30.0,2026-01-05,Telecel,Bolgatanga,Low
877,Profit Margin,Monthly budget template,Track income and expenses. Separate business and personal money.,Boutique,22470.0,2500.0,-500.0,25.0,2026-01-05,MTN,Ho,Low
878,Savings,How can I save money?,Save 10-30% of profits and keep emergency funds.,Bakery,20934.0,787.0,20147.0,96.2,2026-01-05,,Ho,Medium
879,Budgeting,Monthly budget template,Track income and expenses. Separate business and personal money.,Bakery,,,-500.0,25.0,,AirtelTigo,Tamale,High
880,Mobile Money Fraud,Emergency fund,Save 10-30% of profits and keep emergency funds.,Boutique,5000.0,2500.0,2500.0,25.0,2026-01-05,,Takoradi,High
881,Profit Margin,How to reduce expenses?,Track income and expenses. Separate business and personal money.,Boutique,5000.0,2500.0,-500.0,25.0,2026-01-13,Telecel,Sunyani,High
882,Budgeting,Margin example,Profit Margin=(Profit/Revenue)*100,Restaurant,,,,,2026-01-05,MTN,Sunyani,Low
883,Mobile Money Fraud,Susu advice,Save 10-30% of profits and keep emergency funds.,Boutique,,,-500.0,,2026-01-05,,Accra,
884,Budgeting,How do I create a business budget?,Track income and expenses. Separate business and personal money.,Salon,,14396.0,-500.0,30.0,,,Kumasi,Low
885,Savings,Wrong transfer,Never share your PIN or OTP. Contact provider immediately.,Farmer,,2000.0,,,2026-01-05,,Tamale,High
886,Savings,Someone asked for my PIN,Never share your PIN or OTP. Contact provider immediately.,Farmer,,2000.0,,25.0,2026-01-13,,Wa,Low
887,Mobile Money Fraud,save tips,,Boutique,,12131.0,-500.0,,2026-01-05,MTN,Bolgatanga,
888,Budgeting,How do I create a business budget?,,Salon,5000.0,2000.0,0.0,25.0,2026-01-05,MTN,,High
889,Savings,How do I create a business budget?,Track income and expenses. Separate business and personal money.,Bakery,5000.0,2500.0,300.0,6.0,2026-01-15,Telecel,Takoradi,High
890,Savings,Budget tips,Track income and expenses. Separate business and personal money.,Food Vendor,15248.0,,,,2026-01-05,MTN,Kumasi,Low
891,Budgeting,How to compute margin?,Profit Margin=(Profit/Revenue)*100,Salon,5000.0,,300.0,30.0,2026-01-05,,Bolgatanga,
892,Savings,Fake promotion SMS,Never share your PIN or OTP. Contact provider immediately.,Bakery,5000.0,,0.0,25.0,2026-01-05,Telecel,Cape Coast,High
893,Savings,How to compute margin?,Profit Margin=(Profit/Revenue)*100,Retail Shop,,2500.0,,30.0,2026-01-05,AirtelTigo,Ho,Low
894,Budgeting,Margin example,Profit Margin=(Profit/Revenue)*100,General,,2000.0,-500.0,,2026-01-05,MTN,,Medium
895,Savings,Wrong transfer,Never share your PIN or OTP. Contact provider immediately.,Pharmacy,24800.0,,-500.0,25.0,2026-01-05,Telecel,Bolgatanga,
896,Profit Margin,Scammer called me,Never share your PIN or OTP. Contact provider immediately.,Pharmacy,,23986.0,,,2026-01-05,Telecel,Bolgatanga,Low
897,Profit Margin,Budget tips,Track income and expenses. Separate business and personal money.,Trader,5000.0,2000.0,300.0,6.0,,,Kumasi,Medium
898,Mobile Money Fraud,Margin example,Profit Margin=(Profit/Revenue)*100,Bakery,,2500.0,0.0,30.0,2026-01-13,MTN,,High
899,Profit Margin,Monthly budget template,Track income and expenses. Separate business and personal money.,Food Vendor,5000.0,2500.0,-500.0,30.0,,MTN,,
900,Budgeting,Susu advice,Save 10-30% of profits and keep emergency funds.,Restaurant,5000.0,,-500.0,-10.0,2026-01-15,MTN,Wa,High
901,Profit Margin,Calculate profit margin,Profit Margin=(Profit/Revenue)*100,Farmer,,,300.0,25.0,2026-01-05,,Accra,
902,Profit Margin,budjet help,Track income and expenses. Separate business and personal money.,General,,2500.0,300.0,,,MTN,Accra,Low
903,Savings,Calculate profit margin,Profit Margin=(Profit/Revenue)*100,Boutique,,,300.0,,2026-01-05,AirtelTigo,,Low
904,Budgeting,How to reduce expenses?,Track income and expenses. Separate business and personal money.,Pharmacy,5000.0,,0.0,25.0,2026-01-05,,Takoradi,Medium
905,Mobile Money Fraud,How can I save money?,Save 10-30% of profits and keep emergency funds.,Restaurant,5000.0,20318.0,-15318.0,-306.4,2026-01-05,MTN,Bolgatanga,High
906,Profit Margin,Emergency fund,Save 10-30% of profits and keep emergency funds.,Food Vendor,,,,30.0,2026-01-13,,,High
907,Profit Margin,Daily savings,Save 10-30% of profits and keep emergency funds.,Food Vendor,5000.0,,300.0,6.0,2026-01-05,MTN,Tamale,Medium
908,Mobile Money Fraud,How to compute margin?,Profit Margin=(Profit/Revenue)*100,Retail Shop,5000.0,,,25.0,2026-01-05,Telecel,Wa,High
909,Savings,Someone asked for my PIN,Never share your PIN or OTP. Contact provider immediately.,Trader,,,,30.0,2026-01-15,,,Low
910,Budgeting,How can I save money?,Save 10-30% of profits and keep emergency funds.,Retail Shop,,,0.0,,2026-01-05,MTN,Kumasi,Low
911,Savings,budjet help,Track income and expenses. Separate business and personal money.,Salon,15854.0,,,25.0,2026-01-05,,,Low
912,Mobile Money Fraud,How to compute margin?,Profit Margin=(Profit/Revenue)*100,Farmer,,,-500.0,30.0,2026-01-05,Telecel,Ho,Medium
913,Savings,proffit margin,Profit Margin=(Profit/Revenue)*100,Salon,5000.0,,300.0,6.0,2026-01-15,AirtelTigo,Sunyani,High
914,Mobile Money Fraud,How to compute margin?,Profit Margin=(Profit/Revenue)*100,Pharmacy,5000.0,2000.0,-500.0,30.0,2026-01-05,MTN,Cape Coast,High
915,Budgeting,Emergency fund,Save 10-30% of profits and keep emergency funds.,Retail Shop,,,300.0,,2026-01-05,AirtelTigo,Wa,Low
916,Savings,How to compute margin?,Profit Margin=(Profit/Revenue)*100,General,5000.0,2500.0,-500.0,-10.0,2026-01-05,AirtelTigo,Cape Coast,Medium
917,Mobile Money Fraud,Emergency fund,Save 10-30% of profits and keep emergency funds.,Retail Shop,5000.0,2500.0,300.0,30.0,2026-01-13,AirtelTigo,,Low
918,Budgeting,Budget tips,Track income and expenses. Separate business and personal money.,Retail Shop,,2000.0,300.0,30.0,2026-01-05,,Sunyani,Medium
919,Profit Margin,Profit formula?,Profit Margin=(Profit/Revenue)*100,Restaurant,,2000.0,300.0,30.0,2026-01-05,,Accra,
920,Profit Margin,save tips,Save 10-30% of profits and keep emergency funds.,Boutique,,,0.0,30.0,2026-01-15,AirtelTigo,Sunyani,Low
921,Budgeting,How to reduce expenses?,Track income and expenses. Separate business and personal money.,Pharmacy,5000.0,,,25.0,2026-01-05,,Cape Coast,Low
922,Budgeting,Monthly budget template,,General,5000.0,2500.0,-500.0,30.0,2026-01-13,,Tamale,Low
923,Mobile Money Fraud,Margin example,Profit Margin=(Profit/Revenue)*100,Food Vendor,22371.0,2500.0,-500.0,-2.2,2026-01-05,MTN,Accra,High
924,Budgeting,How to compute margin?,Profit Margin=(Profit/Revenue)*100,Salon,,2000.0,0.0,30.0,2026-01-15,AirtelTigo,Ho,Medium
925,Profit Margin,How do I create a business budget?,Track income and expenses. Separate business and personal money.,Boutique,,2500.0,0.0,,,,Kumasi,Low
926,Profit Margin,Emergency fund,Save 10-30% of profits and keep emergency funds.,Farmer,5000.0,939.0,0.0,0.0,2026-01-05,Telecel,Accra,Low
927,Budgeting,Scammer called me,Never share your PIN or OTP. Contact provider immediately.,Retail Shop,,,,30.0,2026-01-15,,Ho,Low
928,Profit Margin,How do I create a business budget?,,Trader,,,,,2026-01-05,AirtelTigo,Cape Coast,Low
929,Budgeting,budjet help,,Restaurant,,2000.0,,,2026-01-05,,Kumasi,High
930,Mobile Money Fraud,How can I save money?,Save 10-30% of profits and keep emergency funds.,Retail Shop,,,,,2026-01-05,,Sunyani,Low
931,Profit Margin,Scammer called me,Never share your PIN or OTP. Contact provider immediately.,Trader,,,-500.0,30.0,2026-01-15,,Tamale,High
932,Budgeting,Profit formula?,Profit Margin=(Profit/Revenue)*100,Boutique,5000.0,2500.0,0.0,30.0,2026-01-15,,Kumasi,High
933,Budgeting,How do I create a business budget?,Track income and expenses. Separate business and personal money.,Food Vendor,5000.0,,300.0,25.0,2026-01-05,Telecel,Ho,Low
934,Mobile Money Fraud,Calculate profit margin,Profit Margin=(Profit/Revenue)*100,Restaurant,5000.0,2000.0,-500.0,-10.0,2026-01-05,Telecel,Bolgatanga,High
935,Savings,Budget tips,Track income and expenses. Separate business and personal money.,Food Vendor,26773.0,,,,2026-01-05,,Sunyani,High
936,Savings,Scammer called me,Never share your PIN or OTP. Contact provider immediately.,Restaurant,5000.0,,,25.0,2026-01-05,Telecel,Accra,High
937,Savings,Monthly budget template,Track income and expenses. Separate business and personal money.,Trader,5000.0,20148.0,-500.0,30.0,,Telecel,Ho,
938,Budgeting,How do I create a business budget?,Track income and expenses. Separate business and personal money.,Salon,20632.0,14339.0,6293.0,30.5,2026-01-05,,Tamale,Low
939,Budgeting,Monthly budget template,Track income and expenses. Separate business and personal money.,Salon,,16935.0,0.0,30.0,2026-01-05,MTN,Sunyani,High
940,Budgeting,Fake promotion SMS,Never share your PIN or OTP. Contact provider immediately.,Pharmacy,,,300.0,25.0,2026-01-05,MTN,Bolgatanga,High
941,Mobile Money Fraud,Emergency fund,Save 10-30% of profits and keep emergency funds.,Pharmacy,5000.0,,,30.0,2026-01-05,Telecel,Ho,Low
942,Savings,Margin example,Profit Margin=(Profit/Revenue)*100,Bakery,20283.0,2500.0,300.0,25.0,2026-01-05,MTN,Takoradi,High
943,Budgeting,save tips,Save 10-30% of profits and keep emergency funds.,Salon,,2500.0,0.0,30.0,2026-01-13,,,High
944,Profit Margin,Calculate profit margin,Profit Margin=(Profit/Revenue)*100,Food Vendor,,2500.0,0.0,30.0,2026-01-05,Telecel,Cape Coast,Medium
945,Savings,Calculate profit margin,Profit Margin=(Profit/Revenue)*100,Farmer,18655.0,2330.0,16325.0,87.5,2026-01-13,,Wa,
946,Profit Margin,Budget tips,,Boutique,10890.0,2500.0,0.0,30.0,2026-01-13,,Bolgatanga,
947,Mobile Money Fraud,proffit margin,Profit Margin=(Profit/Revenue)*100,Restaurant,,,0.0,30.0,,AirtelTigo,Ho,Medium
948,Budgeting,Calculate profit margin,Profit Margin=(Profit/Revenue)*100,Boutique,5000.0,2500.0,2500.0,30.0,2026-01-13,Telecel,Sunyani,Low
949,Budgeting,How to reduce expenses?,Track income and expenses. Separate business and personal money.,Farmer,,,,30.0,2026-01-05,Telecel,Kumasi,Medium
950,Mobile Money Fraud,Scammer called me,Never share your PIN or OTP. Contact provider immediately.,Bakery,5000.0,,,,2026-01-15,AirtelTigo,Takoradi,Low
951,Budgeting,Calculate profit margin,Profit Margin=(Profit/Revenue)*100,Salon,5000.0,2000.0,0.0,0.0,,Telecel,Accra,High
952,Budgeting,momo fraud help,Never share your PIN or OTP. Contact provider immediately.,Restaurant,,2500.0,-500.0,,2026-01-05,Telecel,Takoradi,
953,Budgeting,How do I create a business budget?,Track income and expenses. Separate business and personal money.,Farmer,8061.0,20562.0,-12501.0,-155.1,2026-01-15,,Bolgatanga,Medium
954,Mobile Money Fraud,budjet help,Track income and expenses. Separate business and personal money.,Food Vendor,,,300.0,25.0,2026-01-05,Telecel,Cape Coast,Medium
955,Budgeting,Susu advice,Save 10-30% of profits and keep emergency funds.,Salon,,2500.0,-500.0,,2026-01-13,AirtelTigo,Wa,Medium
956,Mobile Money Fraud,How can I save money?,Save 10-30% of profits and keep emergency funds.,Salon,19220.0,2000.0,17220.0,30.0,2026-01-05,MTN,Accra,High
957,Budgeting,Emergency fund,Save 10-30% of profits and keep emergency funds.,Restaurant,5000.0,2500.0,300.0,6.0,2026-01-05,Telecel,Takoradi,Low
958,Budgeting,Calculate profit margin,Profit Margin=(Profit/Revenue)*100,Food Vendor,5946.0,,300.0,25.0,2026-01-05,Telecel,,Low
959,Savings,Susu advice,Save 10-30% of profits and keep emergency funds.,Boutique,,,0.0,25.0,,Telecel,Bolgatanga,Low
960,Mobile Money Fraud,How to reduce expenses?,Track income and expenses. Separate business and personal money.,General,,,,,2026-01-05,MTN,Accra,Low
961,Budgeting,How do I create a business budget?,Track income and expenses. Separate business and personal money.,Farmer,,15738.0,300.0,,2026-01-05,Telecel,Ho,High
962,Mobile Money Fraud,Emergency fund,,Bakery,5000.0,2500.0,300.0,30.0,2026-01-05,,Tamale,Medium
963,Profit Margin,proffit margin,Profit Margin=(Profit/Revenue)*100,Restaurant,5000.0,2500.0,300.0,25.0,2026-01-13,Telecel,,Medium
964,Savings,Susu advice,Save 10-30% of profits and keep emergency funds.,General,8777.0,,300.0,30.0,2026-01-05,,,High
965,Budgeting,Scammer called me,Never share your PIN or OTP. Contact provider immediately.,Pharmacy,5000.0,,-500.0,25.0,2026-01-13,MTN,Ho,Low
966,Budgeting,How to compute margin?,,Trader,5000.0,2000.0,3000.0,25.0,2026-01-13,MTN,Kumasi,High
967,Budgeting,Susu advice,Save 10-30% of profits and keep emergency funds.,Farmer,13687.0,,,25.0,2026-01-05,MTN,Takoradi,
968,Profit Margin,How to reduce expenses?,Track income and expenses. Separate business and personal money.,Restaurant,,2500.0,-500.0,,2026-01-05,MTN,Takoradi,High
969,Budgeting,Monthly budget template,Track income and expenses. Separate business and personal money.,Restaurant,5000.0,2500.0,-500.0,-10.0,2026-01-13,MTN,Sunyani,High
970,Budgeting,Margin example,Profit Margin=(Profit/Revenue)*100,Bakery,5000.0,,300.0,6.0,2026-01-05,,Sunyani,Low
